id,text,entities,meta
819,"Pole-and-line fishing is still carried out today in the Maldives, Ghana, the Canary Islands, Madeira, and the Azores.","[{""start"": 43, ""end"": 48, ""label"": ""TIMEDATE""}, {""start"": 56, ""end"": 64, ""label"": ""LOCATION""}, {""start"": 66, ""end"": 71, ""label"": ""LOCATION""}, {""start"": 77, ""end"": 91, ""label"": ""LOCATION""}, {""start"": 93, ""end"": 100, ""label"": ""LOCATION""}, {""start"": 110, ""end"": 116, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
820,"His works influenced numerous other players, including Savielly Tartakower, Milan Vidmar, Richard Réti, Akiba Rubinstein, Bent Larsen and Tigran Petrosian, and his influence is still felt today.","[{""start"": 55, ""end"": 74, ""label"": ""PERSON""}, {""start"": 76, ""end"": 88, ""label"": ""PERSON""}, {""start"": 90, ""end"": 102, ""label"": ""PERSON""}, {""start"": 104, ""end"": 120, ""label"": ""PERSON""}, {""start"": 122, ""end"": 133, ""label"": ""PERSON""}, {""start"": 138, ""end"": 154, ""label"": ""PERSON""}, {""start"": 188, ""end"": 193, ""label"": ""TIMEDATE""}]","{""source"": ""multinerd"", ""language"": ""en""}"
821,"On February 6, Michael Sheen, Steve Buscemi and Josh Charles were added to the cast to star along with Dan Stevens, Isaach de Bankolé and Lior Ashkenazi.","[{""start"": 3, ""end"": 13, ""label"": ""TIMEDATE""}, {""start"": 15, ""end"": 28, ""label"": ""PERSON""}, {""start"": 30, ""end"": 43, ""label"": ""PERSON""}, {""start"": 48, ""end"": 60, ""label"": ""PERSON""}, {""start"": 103, ""end"": 114, ""label"": ""PERSON""}, {""start"": 116, ""end"": 133, ""label"": ""PERSON""}, {""start"": 138, ""end"": 152, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
822,"The song is also featured in the United States cable news and information channel MSNBC, a joint venture of Microsoft and Comcast's NBC unit, it is now NBCUniversal.","[{""start"": 33, ""end"": 46, ""label"": ""LOCATION""}, {""start"": 82, ""end"": 87, ""label"": ""ORGANIZATION""}, {""start"": 108, ""end"": 117, ""label"": ""ORGANIZATION""}, {""start"": 122, ""end"": 129, ""label"": ""ORGANIZATION""}, {""start"": 132, ""end"": 135, ""label"": ""ORGANIZATION""}, {""start"": 148, ""end"": 151, ""label"": ""TIMEDATE""}, {""start"": 152, ""end"": 164, ""label"": ""ORGANIZATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
823,"The advance began three days later, through Acre, Naqoura, Tyre, and Sidon.","[{""start"": 18, ""end"": 28, ""label"": ""TIMEDATE""}, {""start"": 44, ""end"": 48, ""label"": ""LOCATION""}, {""start"": 50, ""end"": 57, ""label"": ""LOCATION""}, {""start"": 59, ""end"": 63, ""label"": ""LOCATION""}, {""start"": 69, ""end"": 74, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
824,"Jon Abrahams joined the cast on August 5, Alicia Coppola on August 14, and Wes Bentley on August 18.","[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 32, ""end"": 40, ""label"": ""TIMEDATE""}, {""start"": 42, ""end"": 56, ""label"": ""PERSON""}, {""start"": 60, ""end"": 69, ""label"": ""TIMEDATE""}, {""start"": 75, ""end"": 86, ""label"": ""PERSON""}, {""start"": 90, ""end"": 99, ""label"": ""TIMEDATE""}]","{""source"": ""multinerd"", ""language"": ""en""}"
825,"During winter, they can be found along the coast of California, Oregon, Baja California, Baja California Sur, and Sonora.","[{""start"": 7, ""end"": 13, ""label"": ""TIMEDATE""}, {""start"": 52, ""end"": 62, ""label"": ""LOCATION""}, {""start"": 64, ""end"": 70, ""label"": ""LOCATION""}, {""start"": 72, ""end"": 87, ""label"": ""LOCATION""}, {""start"": 89, ""end"": 108, ""label"": ""LOCATION""}, {""start"": 114, ""end"": 120, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
826,"However, today, it appears to remain available only in a few countries, including Bangladesh, Egypt, India, Oman, and Tunisia.","[{""start"": 9, ""end"": 14, ""label"": ""TIMEDATE""}, {""start"": 82, ""end"": 92, ""label"": ""LOCATION""}, {""start"": 94, ""end"": 99, ""label"": ""LOCATION""}, {""start"": 101, ""end"": 106, ""label"": ""LOCATION""}, {""start"": 108, ""end"": 112, ""label"": ""LOCATION""}, {""start"": 118, ""end"": 125, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
827,"The next set of primaries will take place June 5 in California, Montana, New Jersey, New Mexico, and South Dakota.","[{""start"": 42, ""end"": 48, ""label"": ""TIMEDATE""}, {""start"": 52, ""end"": 62, ""label"": ""LOCATION""}, {""start"": 64, ""end"": 71, ""label"": ""LOCATION""}, {""start"": 73, ""end"": 83, ""label"": ""LOCATION""}, {""start"": 85, ""end"": 95, ""label"": ""LOCATION""}, {""start"": 101, ""end"": 113, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
828,"It now includes land in the municipalities of Hattfjelldal, Grane, Namsskogan, and Røyrvik.","[{""start"": 3, ""end"": 6, ""label"": ""TIMEDATE""}, {""start"": 46, ""end"": 58, ""label"": ""LOCATION""}, {""start"": 60, ""end"": 65, ""label"": ""LOCATION""}, {""start"": 67, ""end"": 77, ""label"": ""LOCATION""}, {""start"": 83, ""end"": 90, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
829,"Her birthplace was Simdega, in village Gumla in the state Bihar, now Jharkhand.","[{""start"": 19, ""end"": 26, ""label"": ""LOCATION""}, {""start"": 39, ""end"": 44, ""label"": ""LOCATION""}, {""start"": 58, ""end"": 63, ""label"": ""LOCATION""}, {""start"": 65, ""end"": 68, ""label"": ""TIMEDATE""}, {""start"": 69, ""end"": 78, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
830,"""Lymantria dispar"" has been introduced to several continents and is now found in Europe, Africa, Asia, North America and South America.","[{""start"": 68, ""end"": 71, ""label"": ""TIMEDATE""}, {""start"": 81, ""end"": 87, ""label"": ""LOCATION""}, {""start"": 89, ""end"": 95, ""label"": ""LOCATION""}, {""start"": 97, ""end"": 101, ""label"": ""LOCATION""}, {""start"": 103, ""end"": 116, ""label"": ""LOCATION""}, {""start"": 121, ""end"": 134, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
831,First to the Chicago White Sox with Alan Bannister and Roy Thomas for Jim Kaat and Mike Buskey on December 10.,"[{""start"": 13, ""end"": 30, ""label"": ""ORGANIZATION""}, {""start"": 36, ""end"": 50, ""label"": ""PERSON""}, {""start"": 55, ""end"": 65, ""label"": ""PERSON""}, {""start"": 70, ""end"": 78, ""label"": ""PERSON""}, {""start"": 83, ""end"": 94, ""label"": ""PERSON""}, {""start"": 98, ""end"": 109, ""label"": ""TIMEDATE""}]","{""source"": ""multinerd"", ""language"": ""en""}"
832,"The curriculum requires four years of study in the Republic of Ireland, the majority of Canada, Ghana, the Philippines and the Netherlands.","[{""start"": 24, ""end"": 34, ""label"": ""TIMEDATE""}, {""start"": 51, ""end"": 70, ""label"": ""LOCATION""}, {""start"": 88, ""end"": 94, ""label"": ""LOCATION""}, {""start"": 96, ""end"": 101, ""label"": ""LOCATION""}, {""start"": 107, ""end"": 118, ""label"": ""LOCATION""}, {""start"": 127, ""end"": 138, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
833,Within 30 years the network reached from Ohio and Missouri to Louisiana and Florida.,"[{""start"": 7, ""end"": 15, ""label"": ""TIMEDATE""}, {""start"": 41, ""end"": 45, ""label"": ""LOCATION""}, {""start"": 50, ""end"": 58, ""label"": ""LOCATION""}, {""start"": 62, ""end"": 71, ""label"": ""LOCATION""}, {""start"": 76, ""end"": 83, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
834,"Its population currently resides in western Montana, eastern Idaho, western Wyoming and southern Alberta.","[{""start"": 15, ""end"": 24, ""label"": ""TIMEDATE""}, {""start"": 44, ""end"": 51, ""label"": ""LOCATION""}, {""start"": 61, ""end"": 66, ""label"": ""LOCATION""}, {""start"": 76, ""end"": 83, ""label"": ""LOCATION""}, {""start"": 97, ""end"": 104, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
835,"The following year he visited Venice and Rome, making studies from Titian and Michelangelo.","[{""start"": 4, ""end"": 18, ""label"": ""TIMEDATE""}, {""start"": 30, ""end"": 36, ""label"": ""LOCATION""}, {""start"": 41, ""end"": 45, ""label"": ""LOCATION""}, {""start"": 67, ""end"": 73, ""label"": ""PERSON""}, {""start"": 78, ""end"": 90, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
836,"On December 2,, he was traded with Willie Fraser and Marcus Moore to the Toronto Blue Jays for Junior Félix and Luis Sojo.","[{""start"": 3, ""end"": 13, ""label"": ""TIMEDATE""}, {""start"": 35, ""end"": 48, ""label"": ""PERSON""}, {""start"": 53, ""end"": 65, ""label"": ""PERSON""}, {""start"": 73, ""end"": 90, ""label"": ""ORGANIZATION""}, {""start"": 95, ""end"": 107, ""label"": ""PERSON""}, {""start"": 112, ""end"": 121, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
837,"She currently resides in Secunderabad in Andhra Pradesh, India.","[{""start"": 4, ""end"": 13, ""label"": ""TIMEDATE""}, {""start"": 25, ""end"": 37, ""label"": ""LOCATION""}, {""start"": 41, ""end"": 55, ""label"": ""LOCATION""}, {""start"": 57, ""end"": 62, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
838,"On September 3 transported to the area of Tarnów and Dębica, where it was supposed to man the line Pilzno - Szynwald - Tuchów.","[{""start"": 3, ""end"": 14, ""label"": ""TIMEDATE""}, {""start"": 42, ""end"": 48, ""label"": ""LOCATION""}, {""start"": 53, ""end"": 59, ""label"": ""LOCATION""}, {""start"": 99, ""end"": 105, ""label"": ""LOCATION""}, {""start"": 108, ""end"": 116, ""label"": ""LOCATION""}, {""start"": 119, ""end"": 125, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
839,"Filming lasted for six weeks around the New York City area, which included scenes in Central Park, the Upper West Side, SoHo, and Brooklyn.","[{""start"": 19, ""end"": 28, ""label"": ""TIMEDATE""}, {""start"": 40, ""end"": 53, ""label"": ""LOCATION""}, {""start"": 85, ""end"": 97, ""label"": ""LOCATION""}, {""start"": 103, ""end"": 118, ""label"": ""LOCATION""}, {""start"": 120, ""end"": 124, ""label"": ""LOCATION""}, {""start"": 130, ""end"": 138, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
840,"The film was shot in 73 days, using five different sound stages as well as locations in California, Connecticut, New Jersey, New York, and Virginia.","[{""start"": 21, ""end"": 28, ""label"": ""TIMEDATE""}, {""start"": 88, ""end"": 98, ""label"": ""LOCATION""}, {""start"": 100, ""end"": 111, ""label"": ""LOCATION""}, {""start"": 113, ""end"": 123, ""label"": ""LOCATION""}, {""start"": 125, ""end"": 133, ""label"": ""LOCATION""}, {""start"": 139, ""end"": 147, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
841,"Five months later, on December 2, a non-binding memorandum of understanding was signed between NEK EAD, Rosatom, Altran and Fortum, setting up a 6.3 bln.","[{""start"": 0, ""end"": 11, ""label"": ""TIMEDATE""}, {""start"": 22, ""end"": 32, ""label"": ""TIMEDATE""}, {""start"": 95, ""end"": 102, ""label"": ""ORGANIZATION""}, {""start"": 104, ""end"": 111, ""label"": ""ORGANIZATION""}, {""start"": 113, ""end"": 119, ""label"": ""ORGANIZATION""}, {""start"": 124, ""end"": 130, ""label"": ""ORGANIZATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
842,"Ken Estin and Sam Simon were appointed as showrunners for the third season, and succeeded by David Angell, Peter Casey and David Lee the following year.","[{""start"": 0, ""end"": 9, ""label"": ""PERSON""}, {""start"": 14, ""end"": 23, ""label"": ""PERSON""}, {""start"": 93, ""end"": 105, ""label"": ""PERSON""}, {""start"": 107, ""end"": 118, ""label"": ""PERSON""}, {""start"": 123, ""end"": 132, ""label"": ""PERSON""}, {""start"": 137, ""end"": 151, ""label"": ""TIMEDATE""}]","{""source"": ""multinerd"", ""language"": ""en""}"
843,"Nowadays it is also cultivated in Guatemala, Malaysia, and Tanzania.","[{""start"": 0, ""end"": 8, ""label"": ""TIMEDATE""}, {""start"": 34, ""end"": 43, ""label"": ""LOCATION""}, {""start"": 45, ""end"": 53, ""label"": ""LOCATION""}, {""start"": 59, ""end"": 67, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
844,"He currently resides in Perth, Australia.","[{""start"": 3, ""end"": 12, ""label"": ""TIMEDATE""}, {""start"": 24, ""end"": 29, ""label"": ""LOCATION""}, {""start"": 31, ""end"": 40, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
845,"Formerly headquartered in Borås, now Gothenburg.","[{""start"": 26, ""end"": 31, ""label"": ""LOCATION""}, {""start"": 33, ""end"": 36, ""label"": ""TIMEDATE""}, {""start"": 37, ""end"": 47, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
846,"His parents were born in Gunaroš in today's Vojvodina, Serbia.","[{""start"": 25, ""end"": 32, ""label"": ""LOCATION""}, {""start"": 36, ""end"": 41, ""label"": ""TIMEDATE""}, {""start"": 44, ""end"": 53, ""label"": ""LOCATION""}, {""start"": 55, ""end"": 61, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
847,"The concept of a mixed government was studied during the Renaissance and the Age of Reason by Niccolò Machiavelli, Giambattista Vico, Immanuel Kant, Thomas Hobbes and others.","[{""start"": 57, ""end"": 68, ""label"": ""TIMEDATE""}, {""start"": 77, ""end"": 90, ""label"": ""TIMEDATE""}, {""start"": 94, ""end"": 113, ""label"": ""PERSON""}, {""start"": 115, ""end"": 132, ""label"": ""PERSON""}, {""start"": 134, ""end"": 147, ""label"": ""PERSON""}, {""start"": 149, ""end"": 162, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
848,"Greek-speaking kingdoms were established in Egypt and Syria, and for a time also in Iran and as far east as what is now Afghanistan and northwestern India.","[{""start"": 44, ""end"": 49, ""label"": ""LOCATION""}, {""start"": 54, ""end"": 59, ""label"": ""LOCATION""}, {""start"": 84, ""end"": 88, ""label"": ""LOCATION""}, {""start"": 116, ""end"": 119, ""label"": ""TIMEDATE""}, {""start"": 120, ""end"": 131, ""label"": ""LOCATION""}, {""start"": 149, ""end"": 154, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
849,"The youngest TD of all time was William J. Murphy, elected age 21 years 29 days; the youngest female TD was Kathleen O'Connor, 21 years 7 months.","[{""start"": 32, ""end"": 49, ""label"": ""PERSON""}, {""start"": 63, ""end"": 71, ""label"": ""TIMEDATE""}, {""start"": 72, ""end"": 79, ""label"": ""TIMEDATE""}, {""start"": 108, ""end"": 125, ""label"": ""PERSON""}, {""start"": 127, ""end"": 135, ""label"": ""TIMEDATE""}, {""start"": 136, ""end"": 144, ""label"": ""TIMEDATE""}]","{""source"": ""multinerd"", ""language"": ""en""}"
850,"joining Gateshead, he then spent two years with Gateshead before over a decade at Walton & Hersham.","[{""start"": 8, ""end"": 17, ""label"": ""ORGANIZATION""}, {""start"": 33, ""end"": 42, ""label"": ""TIMEDATE""}, {""start"": 48, ""end"": 57, ""label"": ""ORGANIZATION""}, {""start"": 70, ""end"": 78, ""label"": ""TIMEDATE""}, {""start"": 82, ""end"": 98, ""label"": ""ORGANIZATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
851,"It was taken to Australia, where today is widespread in Queensland, the Northern Territory and New South Wales.","[{""start"": 16, ""end"": 25, ""label"": ""LOCATION""}, {""start"": 33, ""end"": 38, ""label"": ""TIMEDATE""}, {""start"": 56, ""end"": 66, ""label"": ""LOCATION""}, {""start"": 72, ""end"": 90, ""label"": ""LOCATION""}, {""start"": 95, ""end"": 110, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
852,And now road construction is on going from the Thailand border at Poipet to Siem Reap (Angkor Wat).,"[{""start"": 4, ""end"": 7, ""label"": ""TIMEDATE""}, {""start"": 47, ""end"": 55, ""label"": ""LOCATION""}, {""start"": 66, ""end"": 72, ""label"": ""LOCATION""}, {""start"": 76, ""end"": 85, ""label"": ""LOCATION""}, {""start"": 87, ""end"": 97, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
853,"Sales depended on imports from Spain and Turkey for several decades, but after a decline in supply, China and the United States are today the biggest sources of import.","[{""start"": 31, ""end"": 36, ""label"": ""LOCATION""}, {""start"": 41, ""end"": 47, ""label"": ""LOCATION""}, {""start"": 52, ""end"": 67, ""label"": ""TIMEDATE""}, {""start"": 100, ""end"": 105, ""label"": ""LOCATION""}, {""start"": 114, ""end"": 127, ""label"": ""LOCATION""}, {""start"": 132, ""end"": 137, ""label"": ""TIMEDATE""}]","{""source"": ""multinerd"", ""language"": ""en""}"
854,"The northeastern part of the country is rich with spas, with Rogaška Slatina, Radenci, Čatež ob Savi, Dobrna, and Moravske Toplice growing in importance in the last two decades.","[{""start"": 61, ""end"": 76, ""label"": ""LOCATION""}, {""start"": 78, ""end"": 85, ""label"": ""LOCATION""}, {""start"": 87, ""end"": 100, ""label"": ""LOCATION""}, {""start"": 102, ""end"": 108, ""label"": ""LOCATION""}, {""start"": 114, ""end"": 130, ""label"": ""LOCATION""}, {""start"": 165, ""end"": 176, ""label"": ""TIMEDATE""}]","{""source"": ""multinerd"", ""language"": ""en""}"
855,"In the 21st century, the European Union, the United States, Canada, Mexico, Japan, and many other countries require producers to obtain special certification to market their food as ""organic"".","[{""start"": 7, ""end"": 19, ""label"": ""TIMEDATE""}, {""start"": 25, ""end"": 39, ""label"": ""ORGANIZATION""}, {""start"": 45, ""end"": 58, ""label"": ""LOCATION""}, {""start"": 60, ""end"": 66, ""label"": ""LOCATION""}, {""start"": 68, ""end"": 74, ""label"": ""LOCATION""}, {""start"": 76, ""end"": 81, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
856,"He was born in Ansbach, Bavaria, in what is now Germany.","[{""start"": 15, ""end"": 22, ""label"": ""LOCATION""}, {""start"": 24, ""end"": 31, ""label"": ""LOCATION""}, {""start"": 44, ""end"": 47, ""label"": ""TIMEDATE""}, {""start"": 48, ""end"": 55, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
857,"She was born in Scarborough, Ontario and currently lives in Whitby.","[{""start"": 16, ""end"": 27, ""label"": ""LOCATION""}, {""start"": 29, ""end"": 36, ""label"": ""LOCATION""}, {""start"": 41, ""end"": 50, ""label"": ""TIMEDATE""}, {""start"": 60, ""end"": 66, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
858,"Three years later, they moved to Liberty Township, Adams County, Ohio.","[{""start"": 0, ""end"": 11, ""label"": ""TIMEDATE""}, {""start"": 33, ""end"": 49, ""label"": ""LOCATION""}, {""start"": 51, ""end"": 63, ""label"": ""LOCATION""}, {""start"": 65, ""end"": 69, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
859,"They are now on the islands of Laucala, Matagi and Taveuni.","[{""start"": 9, ""end"": 12, ""label"": ""TIMEDATE""}, {""start"": 31, ""end"": 38, ""label"": ""LOCATION""}, {""start"": 40, ""end"": 46, ""label"": ""LOCATION""}, {""start"": 51, ""end"": 58, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
860,"This year, the United Kingdom, Indonesia and Russia joined the event.","[{""start"": 0, ""end"": 9, ""label"": ""TIMEDATE""}, {""start"": 15, ""end"": 29, ""label"": ""LOCATION""}, {""start"": 31, ""end"": 40, ""label"": ""LOCATION""}, {""start"": 45, ""end"": 51, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
861,These are now common naturalized plants in South and Southeast Asia.,"[{""start"": 10, ""end"": 13, ""label"": ""TIMEDATE""}, {""start"": 43, ""end"": 48, ""label"": ""LOCATION""}, {""start"": 53, ""end"": 62, ""label"": ""LOCATION""}, {""start"": 63, ""end"": 67, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
862,"This morning Jacques Chirac, who served as for twelve years, died at home in Paris, France, surrounded by family.","[{""start"": 0, ""end"": 12, ""label"": ""TIMEDATE""}, {""start"": 13, ""end"": 27, ""label"": ""PERSON""}, {""start"": 47, ""end"": 59, ""label"": ""TIMEDATE""}, {""start"": 77, ""end"": 82, ""label"": ""LOCATION""}, {""start"": 84, ""end"": 90, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
863,"Bitumen-based fuel is currently used as a commercial boiler fuel in power plants in Canada, Japan, Lithuania, and China.","[{""start"": 22, ""end"": 31, ""label"": ""TIMEDATE""}, {""start"": 84, ""end"": 90, ""label"": ""LOCATION""}, {""start"": 92, ""end"": 97, ""label"": ""LOCATION""}, {""start"": 99, ""end"": 108, ""label"": ""LOCATION""}, {""start"": 114, ""end"": 119, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
864,"A special development of this is now used in most forms of harness racing in Argentina, Australia, Canada, the United States and New Zealand, including both trotting and pacing races.","[{""start"": 33, ""end"": 36, ""label"": ""TIMEDATE""}, {""start"": 77, ""end"": 86, ""label"": ""LOCATION""}, {""start"": 88, ""end"": 97, ""label"": ""LOCATION""}, {""start"": 99, ""end"": 105, ""label"": ""LOCATION""}, {""start"": 111, ""end"": 124, ""label"": ""LOCATION""}, {""start"": 129, ""end"": 140, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
865,"After 15 months of extensive pre-production, the film was shot over a four-month period in Mumbai, India and Sydney, Australia.","[{""start"": 6, ""end"": 15, ""label"": ""TIMEDATE""}, {""start"": 91, ""end"": 97, ""label"": ""LOCATION""}, {""start"": 99, ""end"": 104, ""label"": ""LOCATION""}, {""start"": 109, ""end"": 115, ""label"": ""LOCATION""}, {""start"": 117, ""end"": 126, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
866,"A second meeting was held soon thereafter and included Klaus Clusius, Robert Döpel, Werner Heisenberg, and Carl Friedrich von Weizsäcker.","[{""start"": 0, ""end"": 8, ""label"": ""TIMEDATE""}, {""start"": 55, ""end"": 68, ""label"": ""PERSON""}, {""start"": 70, ""end"": 82, ""label"": ""PERSON""}, {""start"": 84, ""end"": 101, ""label"": ""PERSON""}, {""start"": 107, ""end"": 136, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
867,After five years in France with AJ Auxerre joined back to his homeland Belgium to sign with Cercle Brugge K.S.V..,"[{""start"": 6, ""end"": 16, ""label"": ""TIMEDATE""}, {""start"": 20, ""end"": 26, ""label"": ""LOCATION""}, {""start"": 32, ""end"": 42, ""label"": ""ORGANIZATION""}, {""start"": 71, ""end"": 78, ""label"": ""LOCATION""}, {""start"": 92, ""end"": 112, ""label"": ""ORGANIZATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
868,"Shōta Iizuka of Japan took the gold in 20.67 seconds, with Aliaksandr Linnik of Belarus grabbing the silver in 20.89.","[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 16, ""end"": 21, ""label"": ""LOCATION""}, {""start"": 42, ""end"": 52, ""label"": ""TIMEDATE""}, {""start"": 59, ""end"": 76, ""label"": ""PERSON""}, {""start"": 80, ""end"": 87, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
869,"Afroasiatic languages are today primarily spoken in West Asia, North Africa, the Horn of Africa, and parts of the Sahel.","[{""start"": 26, ""end"": 31, ""label"": ""TIMEDATE""}, {""start"": 52, ""end"": 61, ""label"": ""LOCATION""}, {""start"": 63, ""end"": 75, ""label"": ""LOCATION""}, {""start"": 81, ""end"": 95, ""label"": ""LOCATION""}, {""start"": 114, ""end"": 119, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
870,"Specimens from Cambodia, Laos, Thailand and Vietnam previously assigned to this species are now recognized as a separate species, ""K. geminus"".","[{""start"": 15, ""end"": 23, ""label"": ""LOCATION""}, {""start"": 25, ""end"": 29, ""label"": ""LOCATION""}, {""start"": 31, ""end"": 39, ""label"": ""LOCATION""}, {""start"": 44, ""end"": 51, ""label"": ""LOCATION""}, {""start"": 92, ""end"": 95, ""label"": ""TIMEDATE""}]","{""source"": ""multinerd"", ""language"": ""en""}"
871,"Today cricket is still enjoyed by a few locals and immigrants in the country, usually from Jamaica, Guyana, Haiti and Barbados.","[{""start"": 0, ""end"": 5, ""label"": ""TIMEDATE""}, {""start"": 91, ""end"": 98, ""label"": ""LOCATION""}, {""start"": 100, ""end"": 106, ""label"": ""LOCATION""}, {""start"": 108, ""end"": 113, ""label"": ""LOCATION""}, {""start"": 118, ""end"": 126, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
872,"This includes AT&T, Verizon Wireless, T-Mobile US, Sprint Corporation, MetroPCS, U.S. Cellular, Rogers Communications, Bell Canada and Telus.","[{""start"": 14, ""end"": 18, ""label"": ""ORGANIZATION""}, {""start"": 20, ""end"": 36, ""label"": ""ORGANIZATION""}, {""start"": 38, ""end"": 49, ""label"": ""ORGANIZATION""}, {""start"": 51, ""end"": 69, ""label"": ""ORGANIZATION""}, {""start"": 71, ""end"": 79, ""label"": ""ORGANIZATION""}, {""start"": 81, ""end"": 94, ""label"": ""ORGANIZATION""}, {""start"": 96, ""end"": 117, ""label"": ""ORGANIZATION""}, {""start"": 119, ""end"": 130, ""label"": ""ORGANIZATION""}, {""start"": 135, ""end"": 140, ""label"": ""ORGANIZATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
873,"Discrimination based on caste, as perceived by UNICEF, is mainly prevalent in parts of Asia, (India, Sri Lanka, Bangladesh, China, Pakistan, Nepal, Japan), Africa and others.","[{""start"": 47, ""end"": 53, ""label"": ""ORGANIZATION""}, {""start"": 87, ""end"": 91, ""label"": ""LOCATION""}, {""start"": 94, ""end"": 99, ""label"": ""LOCATION""}, {""start"": 101, ""end"": 110, ""label"": ""LOCATION""}, {""start"": 112, ""end"": 122, ""label"": ""LOCATION""}, {""start"": 124, ""end"": 129, ""label"": ""LOCATION""}, {""start"": 131, ""end"": 139, ""label"": ""LOCATION""}, {""start"": 141, ""end"": 146, ""label"": ""LOCATION""}, {""start"": 148, ""end"": 153, ""label"": ""LOCATION""}, {""start"": 156, ""end"": 162, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
874,"He played for the Texas Rangers, Tampa Bay Rays, Detroit Tigers, San Diego Padres, Seattle Mariners, Toronto Blue Jays, Philadelphia Phillies, Pittsburgh Pirates, and Washington Nationals.","[{""start"": 18, ""end"": 31, ""label"": ""ORGANIZATION""}, {""start"": 33, ""end"": 47, ""label"": ""ORGANIZATION""}, {""start"": 49, ""end"": 63, ""label"": ""ORGANIZATION""}, {""start"": 65, ""end"": 81, ""label"": ""ORGANIZATION""}, {""start"": 83, ""end"": 99, ""label"": ""ORGANIZATION""}, {""start"": 101, ""end"": 118, ""label"": ""ORGANIZATION""}, {""start"": 120, ""end"": 141, ""label"": ""ORGANIZATION""}, {""start"": 143, ""end"": 161, ""label"": ""ORGANIZATION""}, {""start"": 167, ""end"": 187, ""label"": ""ORGANIZATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
